source,target,value,ip
Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.881418,10.240.238.47
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.881027,70045-menaracelcom-aggb01
Line protocol on Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.880384,53054-paya_rawa-acc1
Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.880384,53054-paya_rawa-acc1
Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.880384,53054-paya_rawa-acc1
Line protocol on Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.880384,53054-paya_rawa-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.879617,10.240.106.105
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.879617,10.240.106.105
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.87954,70766-seku8_2shlm-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.87954,70766-seku8_2shlm-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.87954,70766-seku8_2shlm-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.87954,70766-seku8_2shlm-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.87825,30094-tmsaratok-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.87825,30094-tmsaratok-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.87825,30094-tmsaratok-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.87825,30094-tmsaratok-acc1
Line protocol on Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.876289,10.244.26.69
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.876276,10.240.106.47
Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.876199,20067-poring-acc1
Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.875979,10.244.26.69
Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.874242,30157-tt844-acc1
Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.874242,30157-tt844-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.873755,70045-menaracelcom-aggb01
Line protocol on Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.872701,20067-poring-acc1
Line protocol on Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.872546,10.240.106.47
Line protocol on Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.872455,10.244.55.62
Line protocol on Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.872455,10.244.55.62
Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.872455,10.244.55.62
Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.872455,10.244.55.62
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.869226,10.244.26.69
Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.869052,70045-menaracelcom-aggb01
Line protocol on Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.868934,30157-tt844-acc1
Line protocol on Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.868934,30157-tt844-acc1
Interface <*> changed state to <*>,cleared CRITICAL <*> <*> <*> Physical Port Link Down,0.86606,70045-menaracelcom-aggb01
Interface <*> changed state to <*>,interface <*> <*> <*> update IP Routing state to <*> interface is not suppressed,0.865392,43346-hentianpenawar-acc1
Line protocol on Interface <*> changed state to <*>,interface <*> <*> <*> update IP Routing state to <*> interface is not suppressed,0.865392,43346-hentianpenawar-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.864852,30223-tmnsuriajaya-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.864852,30223-tmnsuriajaya-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.864852,30223-tmnsuriajaya-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.864852,30223-tmnsuriajaya-acc1
Line protocol on Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.864808,70045-menaracelcom-aggb01
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.864285,10.244.55.30
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.864285,10.244.55.30
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.864285,10.244.55.30
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.864285,10.244.55.30
Line protocol on Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.861851,10.244.26.69
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.861408,10.244.26.69
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.861381,66029-airkuning-aggb01
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.861381,66029-airkuning-aggb01
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.861381,66029-airkuning-aggb01
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.861381,66029-airkuning-aggb01
cleared CRITICAL <*> <*> <*> Physical Port Link Down,Interface <*> changed state to <*>,0.859763,70045-menaracelcom-aggb01
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.85908,70045-menaracelcom-aggb01
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.858747,70820-batangkalird-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.858747,70820-batangkalird-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.858747,70820-batangkalird-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.858747,70820-batangkalird-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.857898,30154-tmnyakin-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.857898,30154-tmnyakin-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.8574,30154-tmnyakin-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.8574,30154-tmnyakin-acc1
Line protocol on Interface <*> changed state to <*>,cleared CRITICAL <*> <*> <*> Physical Port Link Down,0.857287,70045-menaracelcom-aggb01
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.857012,10.244.55.165
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.857012,10.244.55.165
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.857012,10.244.55.165
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.857012,10.244.55.165
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.856214,20045-menawoh-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.856214,20045-menawoh-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.855319,70045-menaracelcom-aggb01
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.85502,10.244.55.48
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.85502,10.244.55.48
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.854269,10.244.26.69
asserted CRITICAL <*> <*> <*> Physical Port Link Down,Interface <*> changed state to <*>,0.853277,70045-menaracelcom-aggb01
Interface <*> <*> <*> changed state to <*>,asserted CRITICAL <*> <*> <*> Physical Port Link Down,0.851872,10.240.108.216
cleared CRITICAL <*> <*> <*> Physical Port Link Down,Line protocol on Interface <*> changed state to <*>,0.851472,70045-menaracelcom-aggb01
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.850122,10.240.106.47
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.849809,10.244.71.105
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.849809,10.244.71.105
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.849809,10.244.71.105
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.849809,10.244.71.105
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.848994,30157-tt844-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.848994,30157-tt844-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.848659,20067-poring-acc1
asserted CRITICAL <*> <*> <*> Physical Port Link Down,Line protocol on Interface <*> changed state to <*>,0.84778,70045-menaracelcom-aggb01
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.847452,53054-paya_rawa-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.847452,53054-paya_rawa-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.847452,53054-paya_rawa-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.847452,53054-paya_rawa-acc1
Line protocol on Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.847312,10.240.106.105
Line protocol on Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.847312,10.240.106.105
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.845493,20067-poring-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.844697,30157-tt844-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.844697,30157-tt844-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.841967,20043-mostyn-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.841967,20043-mostyn-acc1
BFD-SYSLOG: BFD session <*> <*> is going UP,BFD-SYSLOG: BFD session <*> <*> going Down Reason: RX <*>,0.841073,56020-bktsglakit-acc1
BFD-SYSLOG: BFD session <*> <*> is going UP,"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> act",0.841073,56020-bktsglakit-acc1
BFD-SYSLOG: BFD session <*> <*> is going UP,Process <*> Nbr <*> on <*> from <*> to <*> <*> <*>,0.841073,56020-bktsglakit-acc1
BFD-SYSLOG: BFD session <*> <*> is going UP,"Process <*> Nbr <*> on <*> from <*> to DOWN, Neighbor Down: <*> <*> <*>",0.841073,56020-bktsglakit-acc1
BFD-SYSLOG: BFD session <*> <*> is going UP,"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",0.841073,56020-bktsglakit-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.840851,43346-hentianpenawar-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.840851,43346-hentianpenawar-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.840851,43346-hentianpenawar-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.840851,43346-hentianpenawar-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.840764,30135-kgstutong-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.840764,30135-kgstutong-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.840764,30135-kgstutong-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.840764,30135-kgstutong-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.840144,10.240.238.44
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.840144,10.240.238.44
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.84,30078-pknkabong-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.84,30078-pknkabong-acc1
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.839384,10.124.200.98
Line protocol on Interface <*> changed state to <*>,cleared CRITICAL <*> <*> <*> Physical Port Link Down,0.837512,20045-menawoh-acc1
Interface <*> changed state to <*>,cleared CRITICAL <*> <*> <*> Physical Port Link Down,0.837512,20045-menawoh-acc1
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>","Process 1, Nbr <*> on <*> <*> <*> from <*> to <*> <*> <*>",0.837256,60125-jlnbktmalut1-acc1
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",BFD-SYSLOG: BFD session <*> <*> is going UP,0.837256,60125-jlnbktmalut1-acc1
"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>","Process 1, Nbr <*> on <*> <*> <*> from <*> to DOWN, Neighbor Down: <*> <*> <*>",0.837256,60125-jlnbktmalut1-acc1
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.837207,10.240.238.47
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.837207,10.240.238.47
Line protocol on Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.836636,10.244.55.48
Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.836636,10.244.55.48
Line protocol on Interface <*> changed state to <*>,cleared CRITICAL <*> <*> <*> Physical Port Link Down,0.836599,10.244.55.48
Interface <*> changed state to <*>,cleared CRITICAL <*> <*> <*> Physical Port Link Down,0.836599,10.244.55.48
Line protocol on Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.835261,20067-poring-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.834624,10.244.26.69
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.834294,20067-poring-acc1
Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.833012,60095-pauh-acc1
Line protocol on Interface <*> changed state to <*>,Interface <*> <*> <*> changed state to <*>,0.833012,60095-pauh-acc1
Line protocol on Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.832901,20045-menawoh-acc1
Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.832901,20045-menawoh-acc1
Successfully authenticated user <*> from <*> on <*> cipher <*> mac <*>,A monitored device misc disk1 harddisk: is above 80% utilization. Current utilization = <*> Please remove unwanted user files and configuration rollback points.,0.832557,63009-seberangjaya-agga01
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.832109,10.240.106.105
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.832109,10.240.106.105
Line protocol on Interface <*> changed state to <*>,cleared CRITICAL <*> <*> <*> Physical Port Link Down,0.828247,30154-tmnyakin-acc1
Interface <*> changed state to <*>,cleared CRITICAL <*> <*> <*> Physical Port Link Down,0.828247,30154-tmnyakin-acc1
Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.827116,10.244.55.62
Line protocol on Interface <*> <*> <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.827116,10.244.55.62
Line protocol on Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.827116,10.244.55.62
Interface <*> <*> <*> changed state to <*>,Interface <*> changed state to <*>,0.827116,10.244.55.62
Line protocol on Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.826401,20043-mostyn-acc1
Interface <*> changed state to <*>,Line protocol on Interface <*> <*> <*> changed state to <*>,0.826401,20043-mostyn-acc1
Line protocol on Interface <*> changed state to <*>,interface <*> <*> <*> update IP Routing state to <*> interface is not suppressed,0.824954,20043-mostyn-acc1
Interface <*> changed state to <*>,interface <*> <*> <*> update IP Routing state to <*> interface is not suppressed,0.824954,20043-mostyn-acc1
asserted CRITICAL <*> <*> <*> Physical Port Link Down,cleared CRITICAL <*> <*> <*> Physical Port Link Down,0.822426,30258-pulasar-acc1
cleared CRITICAL <*> <*> <*> Physical Port Link Down,Line protocol on Interface <*> changed state to <*>,0.821009,20045-menawoh-acc1
cleared CRITICAL <*> <*> <*> Physical Port Link Down,Interface <*> changed state to <*>,0.821009,20045-menawoh-acc1
Interface <*> changed state to <*>,asserted CRITICAL <*> <*> <*> Physical Port Link Down,0.818959,20067-poring-acc1
Interface <*> changed state to <*>,asserted CRITICAL <*> <*> <*> Physical Port Link Down,0.818341,10.240.106.47
Interface <*> changed state to <*>,cleared CRITICAL <*> <*> <*> Physical Port Link Down,0.818341,10.240.106.47
cleared CRITICAL <*> <*> <*> Physical Port Link Down,asserted CRITICAL <*> <*> <*> Physical Port Link Down,0.817947,30258-pulasar-acc1
Process <*> Nbr <*> on <*> from <*> to <*> <*> <*>,"BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> act",0.817644,50129-cheroh-acc1
Process <*> Nbr <*> on <*> from <*> to <*> <*> <*>,"BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",0.817644,50129-cheroh-acc1
"Process <*> Nbr <*> on <*> from <*> to DOWN, Neighbor Down: <*> <*> <*>","BFD-SYSLOG: bfd_session_created, neigh <*> <*> <*> <*> act",0.817644,50129-cheroh-acc1
"Process <*> Nbr <*> on <*> from <*> to DOWN, Neighbor Down: <*> <*> <*>","BFD-SYSLOG: bfd_session_destroyed, <*> neigh <*> <*> <*>",0.817644,50129-cheroh-acc1
Interface <*> <*> <*> changed state to <*>,asserted CRITICAL <*> <*> <*> Physical Port Link Down,0.815215,10.240.109.114
cleared CRITICAL <*> <*> <*> Physical Port Link Down,Line protocol on Interface <*> <*> <*> changed state to <*>,0.814641,20045-menawoh-acc1
Interface <*> <*> <*> changed state to <*>,cleared CRITICAL <*> <*> <*> Physical Port Link Down,0.814613,10.240.109.114
interface <*> <*> <*> update IP Routing state to <*> interface is not suppressed,Line protocol on Interface <*> changed state to <*>,0.814177,43346-hentianpenawar-acc1
interface <*> <*> <*> update IP Routing state to <*> interface is not suppressed,Interface <*> changed state to <*>,0.814177,43346-hentianpenawar-acc1
cleared CRITICAL <*> <*> <*> Physical Port Link Down,Interface <*> changed state to <*>,0.814077,10.244.55.48
cleared CRITICAL <*> <*> <*> Physical Port Link Down,Line protocol on Interface <*> changed state to <*>,0.814077,10.244.55.48
Line protocol on Interface <*> changed state to <*>,Interface <*> changed state to <*>,0.812966,70038-bktlanjan-aggb1
Interface <*> changed state to <*>,Line protocol on Interface <*> changed state to <*>,0.812659,70038-bktlanjan-aggb1
cleared CRITICAL <*> <*> <*> Physical Port Link Down,Line protocol on Interface <*> changed state to <*>,0.811773,30154-tmnyakin-acc1
cleared CRITICAL <*> <*> <*> Physical Port Link Down,Interface <*> changed state to <*>,0.811773,30154-tmnyakin-acc1
